clie_id,clie_name,clie_nascimento,clie_sexo,clie_email,clie_telefone,clie_cidade,clie_estado,clie_endereco,clie_ativo
804,Phillie Huyton,1998/06/13,F,phuytonmb@vinaora.com,+1 (310) 154-1365,Torrance,California,5 Green Ridge Road,true
805,Blithe Gruby,1954/01/04,F,bgrubymc@about.com,+1 (503) 386-4174,Portland,Oregon,3025 Crescent Oaks Pass,true
806,Cordell Blasius,1904/01/24,M,cblasiusmd@unesco.org,+1 (901) 875-1177,Memphis,Tennessee,60236 Main Park,false
807,Marvin Gerg,1941/11/05,M,mgergme@about.me,+1 (801) 709-1787,Salt Lake City,Utah,54 Novick Junction,true
808,Kristien Tremoulet,1972/08/19,F,ktremouletmf@accuweather.com,+1 (404) 983-7390,Atlanta,Georgia,2661 Birchwood Place,false
809,Jo ann McGonigal,1944/01/31,F,jannmg@moonfruit.com,+1 (515) 986-3195,Des Moines,Iowa,23 Gerald Point,true
810,Hasty Biggin,2002/06/29,M,hbigginmh@utexas.edu,+1 (859) 965-7153,Lexington,Kentucky,7 Bayside Court,true
811,Wanda Mustin,1986/07/10,F,wmustinmi@gmpg.org,+1 (202) 201-0292,Washington,District of Columbia,25 Esch Street,true
812,Cary Redish,1968/11/29,F,credishmj@wordpress.org,+1 (859) 175-3758,Lexington,Kentucky,9 Sage Street,false
813,Heywood Sandercock,1942/11/27,M,hsandercockmk@irs.gov,+1 (713) 938-0375,Houston,Texas,15 Donald Terrace,false
814,Saree Waterdrinker,1913/05/29,F,swaterdrinkerml@4shared.com,+1 (202) 885-6415,Washington,District of Columbia,16 Beilfuss Point,true
815,Brenden Kinnie,1957/09/23,M,bkinniemm@gnu.org,+1 (202) 348-1100,Washington,District of Columbia,5 Rusk Trail,true
816,Ardine Milmoe,1964/09/22,F,amilmoemn@google.es,+1 (210) 949-1150,San Antonio,Texas,37244 Crownhardt Alley,false
817,Robin Hyams,1944/04/28,F,rhyamsmo@symantec.com,+1 (608) 883-5972,Madison,Wisconsin,054 Northfield Hill,true
818,Walden Mettericke,1987/05/26,M,wmetterickemp@amazon.co.jp,+1 (812) 532-4989,Jeffersonville,Indiana,789 Sullivan Park,false
819,Fran Patey,1937/12/30,M,fpateymq@purevolume.com,+1 (415) 710-8856,San Francisco,California,141 Riverside Point,false
820,Eberhard Shutle,1923/11/23,M,eshutlemr@illinois.edu,+1 (937) 910-8598,Dayton,Ohio,7989 Golf Point,true
821,Silvio Praton,1953/12/17,M,spratonms@accuweather.com,+1 (901) 469-8015,Memphis,Tennessee,874 Arrowood Hill,true
822,Enrique Poltone,1934/01/21,M,epoltonemt@paginegialle.it,+1 (212) 723-3671,Jamaica,New York,69 Melby Center,false
823,Caroline Renak,1944/12/15,F,crenakmu@nydailynews.com,+1 (951) 105-5320,Moreno Valley,California,905 Onsgard Court,true
824,Norry Godthaab,1903/04/09,M,ngodthaabmv@ted.com,+1 (760) 352-2290,Escondido,California,86 Erie Way,false
825,Bartlet Pamment,1967/09/11,M,bpammentmw@dot.gov,+1 (702) 444-4853,Henderson,Nevada,129 Cascade Junction,false
826,Nowell Arrighini,1930/11/08,M,narrighinimx@prlog.org,+1 (713) 972-0256,Houston,Texas,1007 8th Street,false
827,Lem Selwyn,1932/05/10,M,lselwynmy@marketwatch.com,+1 (331) 431-6514,Aurora,Illinois,6 Prairieview Place,true
828,Nevil Hampton,1945/01/17,M,nhamptonmz@yolasite.com,+1 (515) 419-2419,Des Moines,Iowa,88 Brickson Park Avenue,false
829,Elladine Bifield,1939/06/22,F,ebifieldn0@vkontakte.ru,+1 (319) 455-0387,Iowa City,Iowa,08 Shasta Alley,true
830,Loralee Wilflinger,1980/07/27,F,lwilflingern1@wordpress.org,+1 (608) 613-5296,Madison,Wisconsin,0051 Rusk Place,false
831,Ivette Hallworth,1927/01/15,F,ihallworthn2@ca.gov,+1 (781) 325-9531,Boston,Massachusetts,82 Heath Crossing,false
832,Darlene Corps,1963/11/23,F,dcorpsn3@pinterest.com,+1 (281) 155-8944,Houston,Texas,72 Westport Junction,false
833,Farlay Smylie,1942/05/13,M,fsmylien4@rakuten.co.jp,+1 (202) 748-8374,Washington,District of Columbia,4 Monterey Plaza,true
834,Hayley Vynehall,1939/09/02,F,hvynehalln5@cafepress.com,+1 (561) 720-6373,Lake Worth,Florida,5995 Laurel Way,true
835,Connie Skunes,1907/02/12,M,cskunesn6@mapy.cz,+1 (504) 761-5411,New Orleans,Louisiana,8766 Warrior Circle,true
836,Tine Twinbrow,1991/11/29,F,ttwinbrown7@aol.com,+1 (402) 252-0419,Omaha,Nebraska,555 Heffernan Street,false
837,Guthrie Busby,1981/07/25,M,gbusbyn8@bing.com,+1 (860) 743-9550,Hartford,Connecticut,0622 Rigney Crossing,true
838,Sayre Newman,1929/10/04,M,snewmann9@washington.edu,+1 (864) 492-5024,Greenville,South Carolina,8 Express Way,false
839,Gerladina Whopples,1936/08/07,F,gwhopplesna@vimeo.com,+1 (727) 404-6613,Clearwater,Florida,85 Prentice Drive,true
840,Alejoa McRory,1970/10/27,M,amcrorynb@about.me,+1 (602) 489-6549,Phoenix,Arizona,90867 Westerfield Drive,true
841,Clifford Cordeix,1947/03/03,M,ccordeixnc@un.org,+1 (248) 430-0059,Troy,Michigan,93506 Crownhardt Trail,false
842,Coraline Ferrulli,1937/08/13,F,cferrullind@symantec.com,+1 (312) 494-7678,Chicago,Illinois,0396 Declaration Plaza,false
843,Kalinda Ecles,1943/08/25,F,keclesne@sciencedaily.com,+1 (765) 339-8224,Indianapolis,Indiana,2 Old Gate Terrace,false
844,Johnnie Panniers,1942/09/03,M,jpanniersnf@wordpress.org,+1 (208) 233-4564,Boise,Idaho,1148 2nd Street,false
845,Preston Benadette,1953/04/16,M,pbenadetteng@bizjournals.com,+1 (405) 720-3420,Oklahoma City,Oklahoma,678 Veith Place,false
846,Prescott Iannitti,1967/11/03,M,piannittinh@issuu.com,+1 (813) 682-1450,Tampa,Florida,80 Clyde Gallagher Plaza,true
847,Ophelia Ransome,1973/05/08,F,oransomeni@topsy.com,+1 (202) 314-3240,Washington,District of Columbia,06312 Express Point,true
848,Darbee Pleven,1990/09/12,M,dplevennj@feedburner.com,+1 (480) 327-3277,Scottsdale,Arizona,4 Glacier Hill Crossing,false
849,Dion Blumson,1973/01/06,M,dblumsonnk@ustream.tv,+1 (813) 302-2354,Tampa,Florida,48616 Kim Drive,true
850,Noella Bridgeman,2008/09/18,F,nbridgemannl@stumbleupon.com,+1 (515) 268-2978,Des Moines,Iowa,5416 Basil Point,false
851,Kelbee Cusick,1966/01/16,M,kcusicknm@comsenz.com,+1 (405) 812-2721,Norman,Oklahoma,711 Vernon Court,false
852,Felizio Wilkins,1985/08/09,M,fwilkinsnn@businesswire.com,+1 (515) 904-0369,Des Moines,Iowa,15 Lukken Street,true
853,Diarmid Garfitt,1998/03/09,M,dgarfittno@google.ca,+1 (251) 777-3194,Mobile,Alabama,78855 Boyd Drive,true
854,Bibi Hyne,1917/05/03,F,bhynenp@seattletimes.com,+1 (202) 478-2612,Washington,District of Columbia,475 Glendale Park,false
855,Ryann Cholmondeley,2014/06/13,F,rcholmondeleynq@cmu.edu,+1 (561) 538-4399,Palm Bay,Florida,7678 Corry Plaza,true
856,Ivar Muglestone,1948/09/30,M,imuglestonenr@feedburner.com,+1 (937) 865-5412,Dayton,Ohio,28 East Terrace,false
857,Addia Gaudon,1902/06/07,F,agaudonns@comsenz.com,+1 (512) 321-3176,Austin,Texas,8 3rd Hill,true
858,Layla Jull,1982/06/12,F,ljullnt@narod.ru,+1 (203) 743-2938,Bridgeport,Connecticut,33 Westport Crossing,false
859,Audry Rabier,2016/09/04,F,arabiernu@bing.com,+1 (801) 749-3561,Salt Lake City,Utah,56 Eagle Crest Circle,true
860,Heindrick Macro,1998/05/17,M,hmacronv@nymag.com,+1 (518) 185-7501,Albany,New York,633 Mosinee Avenue,true
861,Concordia Stirgess,1973/07/17,F,cstirgessnw@blogger.com,+1 (917) 540-6473,Brooklyn,New York,260 Memorial Plaza,false
862,Jules Dudden,2001/11/26,M,jduddennx@mapy.cz,+1 (413) 851-9869,Springfield,Massachusetts,8994 Rowland Street,false
863,Ashly Djorvic,1997/12/26,F,adjorvicny@istockphoto.com,+1 (559) 731-7840,Fullerton,California,3 Old Shore Crossing,true
864,Abe Spawton,1908/07/06,M,aspawtonnz@symantec.com,+1 (209) 702-4821,Hayward,California,0 Bobwhite Alley,true
865,Lonnie Plante,2007/02/05,F,lplanteo0@thetimes.co.uk,+1 (202) 356-5276,Washington,District of Columbia,12319 Fairview Alley,true
866,Teddi Pitblado,1910/12/10,F,tpitbladoo1@free.fr,+1 (253) 237-7593,Olympia,Washington,50 Onsgard Circle,false
867,Charin Kinnoch,1993/05/21,F,ckinnocho2@rediff.com,+1 (775) 146-5723,Reno,Nevada,0 Bluejay Trail,false
868,Sloane Gardner,1969/07/24,M,sgardnero3@nsw.gov.au,+1 (312) 176-5888,Chicago,Illinois,83 Eastwood Way,true
869,Paige Loines,1909/10/24,F,ploineso4@wiley.com,+1 (954) 918-5758,Miami,Florida,9418 Novick Court,false
870,Hadlee Cullotey,1935/02/16,M,hculloteyo5@constantcontact.com,+1 (316) 628-4207,Wichita,Kansas,23 Waywood Hill,false
871,Ulla Duer,1917/01/09,F,uduero6@chronoengine.com,+1 (765) 929-1116,Crawfordsville,Indiana,98 Lerdahl Way,false
872,Raeann Sandifer,1977/03/24,F,rsandifero7@blinklist.com,+1 (716) 144-9694,Buffalo,New York,8 Kennedy Hill,false
873,Saudra Russe,1900/10/27,F,srusseo8@sakura.ne.jp,+1 (240) 192-6621,Bowie,Maryland,6011 Becker Crossing,true
874,Constance O'Tierney,1932/01/20,F,cotierneyo9@accuweather.com,+1 (619) 642-7086,San Diego,California,6 Briar Crest Avenue,false
875,Nichols Mazin,1916/11/04,M,nmazinoa@aboutads.info,+1 (361) 655-1638,Corpus Christi,Texas,87 Maple Point,true
876,Malchy Canada,1952/04/03,M,mcanadaob@webeden.co.uk,+1 (801) 840-4655,Salt Lake City,Utah,1486 Elka Point,false
877,Perri Oloman,1988/01/15,F,polomanoc@discuz.net,+1 (317) 605-6859,Indianapolis,Indiana,1 Spenser Alley,true
878,Agna de Broke,1935/06/01,F,adeod@eventbrite.com,+1 (205) 880-0720,Birmingham,Alabama,62 Rutledge Place,true
879,Auberon Ragot,1959/04/01,M,aragotoe@cocolog-nifty.com,+1 (979) 951-8662,Bryan,Texas,537 Packers Place,true
880,Bogey Hefforde,2017/09/21,M,bheffordeof@tripadvisor.com,+1 (765) 615-6688,Indianapolis,Indiana,36502 Village Green Lane,true
881,Jess Locarno,1903/07/14,M,jlocarnoog@guardian.co.uk,+1 (361) 494-9363,Corpus Christi,Texas,92425 Corry Center,false
882,Eliza Masseo,1967/02/22,F,emasseooh@discovery.com,+1 (213) 674-4355,Los Angeles,California,66 Holmberg Lane,true
883,Winona Pilipyak,1964/12/14,F,wpilipyakoi@tinyurl.com,+1 (501) 377-3930,North Little Rock,Arkansas,24 Dakota Pass,true
884,Tiffani Schuelcke,1974/11/11,F,tschuelckeoj@va.gov,+1 (212) 940-0024,New York City,New York,5279 Little Fleur Drive,false
885,Yvon MacMoyer,1933/04/27,M,ymacmoyerok@amazon.de,+1 (203) 685-2373,New Haven,Connecticut,661 Golf Avenue,false
886,Sherwin Tume,1965/10/14,M,stumeol@bigcartel.com,+1 (317) 939-3447,Indianapolis,Indiana,92 Moulton Pass,true
887,Arlee Liveley,2002/01/23,F,aliveleyom@e-recht24.de,+1 (206) 970-3137,Seattle,Washington,3 Sheridan Alley,false
888,Dorri Smallcomb,1939/05/03,F,dsmallcombon@jugem.jp,+1 (626) 476-8001,Pasadena,California,694 Gerald Place,true
889,Aaron Diprose,1957/01/14,M,adiproseoo@salon.com,+1 (215) 100-4565,Philadelphia,Pennsylvania,19 Loomis Street,true
890,Adrian Twort,1978/03/15,M,atwortop@comsenz.com,+1 (951) 134-9536,Riverside,California,26536 Artisan Point,true
891,Marsha Garric,1910/01/18,F,mgarricoq@umn.edu,+1 (719) 977-0867,Pueblo,Colorado,82685 Tennyson Point,true
892,Vivyanne Dodshon,1954/11/22,F,vdodshonor@ft.com,+1 (518) 464-4365,Albany,New York,6331 Stoughton Trail,false
893,Chen Triplett,1997/03/06,M,ctriplettos@vinaora.com,+1 (702) 530-3190,Las Vegas,Nevada,0 Garrison Lane,true
894,Aeriel Baelde,1997/01/25,F,abaeldeot@e-recht24.de,+1 (517) 840-3601,Lansing,Michigan,76061 Hovde Park,true
895,Raven Petz,1965/11/26,F,rpetzou@skype.com,+1 (919) 819-9842,Durham,North Carolina,3 Ryan Terrace,true
896,Susann Sandal,2012/01/15,F,ssandalov@php.net,+1 (612) 268-3595,Minneapolis,Minnesota,8 Marcy Circle,true
897,Dee dee Bullocke,1999/08/06,F,ddeeow@vkontakte.ru,+1 (850) 474-4201,Tallahassee,Florida,61 Hagan Junction,false
898,Ferdy Valentinuzzi,1915/03/31,M,fvalentinuzziox@google.ca,+1 (347) 848-9776,Brooklyn,New York,2114 Bayside Alley,true
899,Melisandra Colthard,1928/12/03,F,mcolthardoy@ask.com,+1 (941) 403-8388,North Port,Florida,8 Sullivan Drive,true
900,Bevan Corden,1934/07/19,M,bcordenoz@businesswire.com,+1 (972) 240-9398,Plano,Texas,2023 Fieldstone Crossing,true
901,Rodolphe Felipe,1952/10/02,M,rfelipep0@harvard.edu,+1 (610) 945-4245,Allentown,Pennsylvania,677 Forest Run Hill,false
902,Grannie Ratt,1960/03/04,M,grattp1@webnode.com,+1 (786) 302-7478,Miami,Florida,13 Arkansas Center,true
903,Dallon Adamiak,1973/06/22,M,dadamiakp2@buzzfeed.com,+1 (949) 374-1045,Los Angeles,California,54392 Briar Crest Avenue,false
904,Jermain Humphris,1958/04/27,M,jhumphrisp3@google.co.uk,+1 (205) 818-8286,Birmingham,Alabama,422 Anhalt Alley,true
905,Britte Ecclesall,1913/02/13,F,becclesallp4@typepad.com,+1 (713) 835-5350,Houston,Texas,88694 Scott Parkway,true
906,Itch Oiseau,1924/02/08,M,ioiseaup5@simplemachines.org,+1 (209) 755-5119,Visalia,California,605 Dexter Crossing,true
907,Leonidas Tilt,1950/09/06,M,ltiltp6@unicef.org,+1 (202) 903-0822,Washington,District of Columbia,1329 Esker Trail,true
908,Nil Northidge,1923/11/30,M,nnorthidgep7@rediff.com,+1 (702) 221-1229,Las Vegas,Nevada,14 Thierer Circle,true
909,Allister Jeffryes,1911/09/19,M,ajeffryesp8@bizjournals.com,+1 (972) 508-9266,Denton,Texas,997 Kennedy Pass,false
910,Ericha Bolesworth,1997/12/29,F,ebolesworthp9@reuters.com,+1 (310) 984-5902,Santa Monica,California,5329 Beilfuss Road,true
911,Grissel Penvarden,1927/03/24,F,gpenvardenpa@webs.com,+1 (616) 873-6737,Grand Rapids,Michigan,8277 Messerschmidt Circle,true
912,Frederique Trengrove,1982/09/23,F,ftrengrovepb@nih.gov,+1 (973) 497-4912,Newark,New Jersey,49 Golden Leaf Terrace,false
913,Gilligan Wiggington,1970/06/28,F,gwiggingtonpc@dyndns.org,+1 (321) 327-5523,Melbourne,Florida,93 Crowley Parkway,false
914,Ricard Ballard,1978/01/28,M,rballardpd@weather.com,+1 (678) 724-8880,Atlanta,Georgia,10056 Dixon Way,true
915,Daren Chastel,1918/07/10,M,dchastelpe@wisc.edu,+1 (210) 929-2641,San Antonio,Texas,67119 Oxford Way,false
916,Steffen Rigg,2004/12/28,M,sriggpf@amazon.co.uk,+1 (702) 467-0922,Las Vegas,Nevada,2160 Bultman Alley,false
917,Brinna Pinhorn,1995/04/12,F,bpinhornpg@csmonitor.com,+1 (202) 906-0285,Washington,District of Columbia,9 Knutson Avenue,true
918,Idalina MacDonnell,1993/03/13,F,imacdonnellph@discovery.com,+1 (417) 839-9935,Springfield,Missouri,747 Hermina Lane,false
919,Lucita Zahor,2009/04/22,F,lzahorpi@cafepress.com,+1 (310) 591-1678,Palo Alto,California,8052 Jay Point,true
920,Sullivan Merriott,1982/08/22,M,smerriottpj@macromedia.com,+1 (206) 514-5479,Seattle,Washington,61 Ridgeview Street,true
921,Marika Saurat,1958/09/25,F,msauratpk@fc2.com,+1 (720) 712-4005,Boulder,Colorado,18 Barby Pass,true
922,Caroline Quilligan,1980/02/08,F,cquilliganpl@soup.io,+1 (215) 143-2439,Philadelphia,Pennsylvania,07 Valley Edge Circle,false
923,Dave Ashfield,1950/06/21,M,dashfieldpm@shareasale.com,+1 (312) 982-7989,Chicago,Illinois,57339 Donald Plaza,true
924,Stefanie Parmiter,1925/09/04,F,sparmiterpn@simplemachines.org,+1 (317) 959-8492,Indianapolis,Indiana,12572 Duke Alley,false
925,Hesther Ornelas,1980/05/21,F,hornelaspo@wordpress.com,+1 (860) 568-9907,Hartford,Connecticut,8 Sherman Trail,true
926,Iosep Hawkin,2001/07/04,M,ihawkinpp@mlb.com,+1 (718) 554-8936,Brooklyn,New York,69 Village Green Junction,false
927,Bonita Manville,1902/01/09,F,bmanvillepq@bandcamp.com,+1 (309) 291-1844,Peoria,Illinois,54 Meadow Ridge Lane,false
928,Bernadine Lovick,1916/10/28,F,blovickpr@squidoo.com,+1 (610) 389-6466,Bethlehem,Pennsylvania,5 Forest Court,false
929,Maurene Fenners,1991/06/25,F,mfennersps@google.it,+1 (314) 681-8558,Saint Louis,Missouri,94 Lillian Parkway,true
930,Lori Goldbourn,1923/10/30,F,lgoldbournpt@cpanel.net,+1 (303) 911-5569,Denver,Colorado,4 Hooker Street,true
931,George Sayward,1900/04/07,M,gsaywardpu@smh.com.au,+1 (937) 555-7052,Dayton,Ohio,75 Dakota Hill,true
932,Friedrich Ipsgrave,1983/10/01,M,fipsgravepv@w3.org,+1 (608) 781-4001,Madison,Wisconsin,204 Bunting Circle,true
933,Claudine Gillon,1903/06/18,F,cgillonpw@networkadvertising.org,+1 (646) 737-0581,New York City,New York,0 Schiller Pass,true
934,Quincey Luney,2015/11/26,M,qluneypx@baidu.com,+1 (336) 444-0132,Greensboro,North Carolina,8775 Bartelt Point,true
935,Reinwald Agent,1971/03/12,M,ragentpy@odnoklassniki.ru,+1 (305) 155-1130,Miami,Florida,4 Johnson Road,false
936,Teresita Moralis,1927/07/30,F,tmoralispz@ed.gov,+1 (504) 838-7254,Metairie,Louisiana,0 Autumn Leaf Street,true
937,Chip Readwood,1970/02/20,M,creadwoodq0@msu.edu,+1 (202) 637-0256,Washington,District of Columbia,2033 Lighthouse Bay Park,false
938,Arvin Oakes,1996/11/12,M,aoakesq1@topsy.com,+1 (913) 793-9163,Shawnee Mission,Kansas,774 Maywood Place,false
939,Ulrick Thirlaway,1981/09/06,M,uthirlawayq2@a8.net,+1 (713) 420-5800,Houston,Texas,20026 Judy Point,false
940,Tansy Creaser,1907/04/02,F,tcreaserq3@ihg.com,+1 (614) 291-4675,Columbus,Ohio,99557 Carioca Circle,true
941,Marita Hutfield,1958/10/14,F,mhutfieldq4@wp.com,+1 (615) 651-7623,Nashville,Tennessee,5 Ridge Oak Pass,false
942,Fania Jantel,1993/11/15,F,fjantelq5@homestead.com,+1 (559) 146-3947,Fullerton,California,72030 Ilene Place,false
943,Massimiliano Staries,1910/03/20,M,mstariesq6@va.gov,+1 (423) 218-7936,Johnson City,Tennessee,511 Vidon Center,true
944,Nani Jolley,1995/10/09,F,njolleyq7@rambler.ru,+1 (907) 599-4047,Anchorage,Alaska,1 Rieder Park,false
945,Veda Pinyon,1923/05/21,F,vpinyonq8@cam.ac.uk,+1 (251) 451-1533,Mobile,Alabama,35 Bunting Center,false
946,Raimondo Benfield,1918/09/13,M,rbenfieldq9@exblog.jp,+1 (918) 222-0587,Tulsa,Oklahoma,8820 Waubesa Terrace,false
947,Quint Rickell,1921/01/12,M,qrickellqa@mlb.com,+1 (773) 699-0386,Chicago,Illinois,669 Rieder Circle,true
948,Aurel Allsep,1985/08/19,F,aallsepqb@elpais.com,+1 (609) 608-8103,Trenton,New Jersey,28133 Golf Park,false
949,Laurella Ferrea,1969/09/09,F,lferreaqc@usda.gov,+1 (502) 486-0691,Louisville,Kentucky,79931 Nobel Alley,false
950,Roderick Kirrage,1907/10/19,M,rkirrageqd@disqus.com,+1 (817) 338-5300,Fort Worth,Texas,4488 Warner Terrace,false
951,Oren Kall,1974/06/08,M,okallqe@thetimes.co.uk,+1 (213) 319-1861,Los Angeles,California,0446 Sullivan Avenue,false
952,Leroy Keenlyside,1962/06/26,M,lkeenlysideqf@cdc.gov,+1 (559) 194-3262,Fresno,California,20907 Little Fleur Drive,false
953,Ewen Martellini,1994/10/23,M,emartelliniqg@github.com,+1 (203) 570-3622,Norwalk,Connecticut,9198 Summer Ridge Pass,true
954,Birgitta Cuthill,1917/12/15,F,bcuthillqh@cisco.com,+1 (334) 477-2907,Montgomery,Alabama,28 Morning Court,true
955,Bink Bosman,1942/11/01,M,bbosmanqi@weather.com,+1 (352) 392-4782,Ocala,Florida,15 Marcy Street,true
956,Nola Kirkness,1940/10/14,F,nkirknessqj@pbs.org,+1 (619) 174-5046,San Diego,California,7826 Porter Court,false
957,Nani Bocock,1950/08/26,F,nbocockqk@statcounter.com,+1 (330) 196-7293,Warren,Ohio,04 Northfield Pass,false
958,Carson Sharrard,2006/03/06,M,csharrardql@qq.com,+1 (513) 352-8995,Cincinnati,Ohio,04 Ohio Junction,true
959,Jemmy Searby,2016/01/17,F,jsearbyqm@amazon.co.uk,+1 (480) 669-5981,Gilbert,Arizona,55 Ludington Junction,true
960,Dominick Borzone,1954/03/17,M,dborzoneqn@mediafire.com,+1 (304) 383-7014,Huntington,West Virginia,8068 Hansons Way,true
961,Sonny Doxsey,2018/01/02,M,sdoxseyqo@nhs.uk,+1 (480) 354-6831,Mesa,Arizona,5 Sauthoff Park,false
962,Tiphanie Shaw,2010/03/20,F,tshawqp@earthlink.net,+1 (202) 730-0874,Washington,District of Columbia,4637 Graceland Court,false
963,Madalena Deakins,1900/06/28,F,mdeakinsqq@admin.ch,+1 (314) 943-8993,Saint Louis,Missouri,2886 Stoughton Plaza,true
964,Sibbie Joseph,1907/03/02,F,sjosephqr@salon.com,+1 (936) 492-9330,Beaumont,Texas,0198 Coleman Circle,true
965,Myles Gettone,1911/07/09,M,mgettoneqs@sakura.ne.jp,+1 (860) 836-0374,Hartford,Connecticut,0962 Northfield Park,true
966,Reina Ettritch,1948/10/09,F,rettritchqt@vistaprint.com,+1 (954) 481-3197,Fort Lauderdale,Florida,6244 Bashford Trail,false
967,Lilly Helin,1946/08/08,F,lhelinqu@51.la,+1 (406) 444-4767,Billings,Montana,7 Union Terrace,false
968,Eldin Marrington,1939/11/03,M,emarringtonqv@geocities.com,+1 (859) 558-6303,Lexington,Kentucky,4 Westridge Way,false
969,Eddie De Matteis,1902/12/26,M,edeqw@about.me,+1 (361) 609-3165,Corpus Christi,Texas,059 Kings Junction,true
970,Abraham Flanigan,1950/05/04,M,aflaniganqx@surveymonkey.com,+1 (713) 664-4716,Pasadena,Texas,72646 Caliangt Circle,true
971,Mason Copp,1970/03/25,M,mcoppqy@ask.com,+1 (215) 956-9025,Philadelphia,Pennsylvania,19022 Northridge Crossing,false
972,Wendall Fist,1970/10/01,M,wfistqz@house.gov,+1 (515) 545-0619,Des Moines,Iowa,006 Bartelt Trail,false
973,Lina Waistell,1911/07/13,F,lwaistellr0@senate.gov,+1 (212) 967-5308,New York City,New York,14776 Mallory Court,false
974,Lil Garn,1978/03/09,F,lgarnr1@i2i.jp,+1 (240) 252-6301,Hagerstown,Maryland,3665 8th Circle,true
975,Lea Blankhorn,1994/05/16,F,lblankhornr2@forbes.com,+1 (713) 518-3629,Houston,Texas,917 Maple Alley,false
976,Nathanael Patkin,1900/10/25,M,npatkinr3@hatena.ne.jp,+1 (210) 717-9811,San Antonio,Texas,796 Waubesa Junction,false
977,Der Casebourne,2012/05/24,M,dcasebourner4@oaic.gov.au,+1 (904) 977-4834,Saint Augustine,Florida,83490 Armistice Court,true
978,Augustus Worlock,1987/07/15,M,aworlockr5@instagram.com,+1 (773) 728-3564,Chicago,Illinois,929 Hudson Court,true
979,Erda Stollenwerck,1932/04/27,F,estollenwerckr6@tumblr.com,+1 (719) 623-6391,Colorado Springs,Colorado,74720 Kropf Pass,true
980,Bobbye Elijah,1940/02/16,F,belijahr7@nhs.uk,+1 (815) 124-5735,Rockford,Illinois,024 Hudson Alley,true
981,Lizabeth Adney,1986/01/04,F,ladneyr8@goodreads.com,+1 (478) 268-3819,Macon,Georgia,0 8th Junction,false
982,Doretta Garces,2010/04/19,F,dgarcesr9@time.com,+1 (786) 739-5754,Hialeah,Florida,53027 Corscot Park,true
983,Tades Ibel,1957/12/01,M,tibelra@deliciousdays.com,+1 (214) 119-2068,Arlington,Texas,1467 Green Way,false
984,Mauricio Eates,1953/10/14,M,meatesrb@oracle.com,+1 (703) 813-3507,Silver Spring,Maryland,96993 Eliot Pass,true
985,Mella Chipperfield,1914/04/04,F,mchipperfieldrc@slate.com,+1 (360) 452-1406,Seattle,Washington,2 Green Ridge Center,false
986,Carmita Konzel,1969/06/04,F,ckonzelrd@ftc.gov,+1 (601) 416-6601,Jackson,Mississippi,85 Corscot Park,true
987,Larissa de Glanville,2002/10/28,F,ldere@techcrunch.com,+1 (206) 797-4093,Seattle,Washington,5 Esch Hill,true
988,Nalani Semiras,1924/08/21,F,nsemirasrf@virginia.edu,+1 (843) 904-7558,Beaufort,South Carolina,73 Granby Street,false
989,Perl Rogger,1932/02/17,F,proggerrg@jimdo.com,+1 (615) 243-7845,Nashville,Tennessee,09609 Cordelia Point,false
990,Bradney Loadwick,1999/06/09,M,bloadwickrh@abc.net.au,+1 (414) 170-9644,Milwaukee,Wisconsin,9822 Eastwood Place,true
991,Gipsy Bremeyer,1944/11/03,F,gbremeyerri@tuttocitta.it,+1 (517) 496-9143,Lansing,Michigan,7894 Hanover Circle,true
992,Mariam Dartnell,1953/07/16,F,mdartnellrj@lulu.com,+1 (757) 364-5714,Suffolk,Virginia,880 Veith Pass,false
993,Angelita Simmell,2010/12/05,F,asimmellrk@mediafire.com,+1 (714) 636-3036,Irvine,California,4773 Monument Lane,true
994,Lula Bufton,1968/01/08,F,lbuftonrl@theguardian.com,+1 (240) 497-7968,Bowie,Maryland,8802 Elgar Way,true
995,Arlyne Shoebotham,1912/05/09,F,ashoebothamrm@histats.com,+1 (218) 955-9761,Duluth,Minnesota,6650 Sundown Park,false
996,Emilia Dye,1917/06/29,F,edyern@squarespace.com,+1 (314) 446-0916,Saint Louis,Missouri,4 Sunbrook Crossing,false
997,Berny Stearn,1946/10/16,M,bstearnro@samsung.com,+1 (864) 219-8433,Greenville,South Carolina,9 Loeprich Alley,true
998,Ernest Rawnsley,2017/06/30,M,erawnsleyrp@hc360.com,+1 (513) 994-1915,Cincinnati,Ohio,1 Prairie Rose Terrace,true
999,Neville Gain,2013/05/05,M,ngainrq@soundcloud.com,+1 (904) 535-1178,Jacksonville,Florida,63157 Towne Parkway,true
1000,Percival Balducci,1953/12/12,M,pbalduccirr@pbs.org,+1 (812) 244-0628,Evansville,Indiana,6 Cambridge Point,false
